cusip,numtrds,NAME,CPN,MATURITY,STATE_CODE,CALLABLE,NXT_CALL_DT,NXT_CALL_PX,NXT_PAR_CALL_DT,ISSUER_INDUSTRY,CREDIT_ENHANCEMENTS,MUNI_FED_TAX,MUNI_MIN_TAX,MUNI_BANK_QUAL,INSURANCE_STATUS,SECONDARILY_INSURED,RTG_MOODY,RTG_MDY_LT_UNDL,RTG_SP,RTG_SP_UNDERLYING,MUNI_MTY_SIZE,MUNI_ISSUE_SIZE,MUNI_FIRST_ALLOWABLE_TRADE_DATE,RatingLevel,RatingLevel_Under
452152CF6,18,IL ST REF,5,1/1/2020,IL,N,,,,GOB,AGM,N,N,N,Y,N,Aa3,A2,AAA,A+,41805000,1501300000,2/19/2010,1.5,4.5
452152CJ8,21,IL ST REF,5,1/1/2023,IL,Y,1/1/2020,100,1/1/2020,GOB,AGM,N,N,N,Y,N,Aa3,A2,AAA,A+,73185000,1501300000,2/19/2010,1.5,4.5
20774WYQ8,12,CT HFA,4.5,11/15/2028,CT,Y,11/15/2019,100,11/15/2019,SFH,GO OF AUTH,N,N,N,N,N,Aaa,Aaa,AAA,NR,27445000,273535000,2/19/2010,0,0
49126KGV7,15,KY ECON OWENSBORO-A,6,6/1/2030,KY,Y,6/1/2020,100,6/1/2020,DEV,,N,N,N,N,N,Baa2,Baa2,NR,NR,51125000,527340000,2/19/2010,8,8
49126KGW5,32,KY ECON OWENSBORO-A,6.375,6/1/2040,KY,Y,6/1/2020,100,6/1/2020,DEV,,N,N,N,N,N,Baa2,Baa2,NR,NR,165585000,527340000,2/19/2010,8,8
49126KGX3,20,KY ECON OWENSBORO-A,6.5,3/1/2045,KY,Y,6/1/2020,100,6/1/2020,DEV,,N,N,N,N,N,Baa2,Baa2,NR,NR,161880000,527340000,2/19/2010,8,8
864768SN7,11,SUFFOLK IDA-NY INST,5,3/1/2026,NY,Y,3/1/2015,100,3/1/2015,HGR,GO OF INSTN,N,N,N,N,N,Baa2,Baa2,BBB+,NR,22875000,40325000,2/19/2010,7.5,8
155105HV4,10,CENT SD CONV-CAB-A-EL,0,8/1/2040,CA,Y,8/1/2021,100,8/1/2021,SCD,,N,N,Y,N,N,NR,NR,AA-,NR,10450000,8000740.95,2/18/2010,3,100
65820HD67,36,NC MED CARE,5,6/1/2034,NC,Y,6/1/2020,100,6/1/2020,MED,,N,N,N,N,N,Aa3,Aa3,AA-,NR,82585000,322750000,2/18/2010,3,3
65820HE74,16,NC MED CARE,4.75,6/1/2030,NC,Y,6/1/2020,100,6/1/2020,MED,,N,N,N,N,N,Aa3,Aa3,AA-,NR,23510000,322750000,2/18/2010,3,3
148047AU7,50,CASS HLTH-ESSENTIA-A,5.125,2/15/2037,ND,Y,2/15/2020,100,2/15/2020,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A-,61100000,234195000,2/11/2010,0,6
414005GP7,11,HARRIS CNTY-A,5,10/1/2028,TX,Y,10/1/2020,100,10/1/2020,GOB,,N,N,N,N,N,NR,NR,AAA,NR,22230000,185390000,2/11/2010,0,100
6049202H0,28,MN AGRIC-C1-HLTH CARE,5,2/15/2030,MN,Y,2/15/2020,100,2/15/2020,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A-,52860000,234195000,2/11/2010,0,6
59333FKT6,11,MIAMI-DADE CNTY,5,7/1/2041,FL,Y,7/1/2020,100,7/1/2020,GOB,,N,N,N,N,N,Aa3,Aa3,AA-,NR,89295000,239755000,2/11/2010,3,3
89438LCB2,13,TRAVIS HLTH,7.125,11/1/2040,TX,Y,11/1/2020,100,11/1/2020,NUR,,N,N,N,N,N,NR,NR,NR,NR,36590000,64620000,2/10/2010,100,100
20774UT96,13,CT HLTH-YALE UNIV-A1,5,7/1/2025,CT,Y,7/1/2018,100,7/1/2018,HGR,,N,N,N,N,N,Aaa,Aaa,AAA,NR,79975000,529975000,2/10/2010,0,0
20774UU29,27,CT HLTH-YALE UNIV-A2,5,7/1/2040,CT,Y,7/1/2018,100,7/1/2018,HGR,,N,N,N,N,N,Aaa,Aaa,AAA,NR,150000000,529975000,2/10/2010,0,0
130795T31,18,CA DEV-AMERN BAPTIST,6.25,10/1/2039,CA,Y,10/1/2019,100,10/1/2019,NUR,,N,N,N,N,N,NR,NR,BBB-,NR,81540000,106580000,2/5/2010,9,100
45200FU49,17,IL FIN-A-PROVENA HLTH,6,5/1/2028,IL,Y,5/1/2020,100,5/1/2020,GEN,,N,N,N,N,N,Baa1,Baa1,BBB+,NR,51480000,126000000,2/5/2010,7,7
57563RHE2,11,MASS ED FIN AUTH -A,5.5,1/1/2017,MA,N,,,,STD,,N,N,N,N,N,NR,NR,AA,NR,25760000,405000000,2/4/2010,2,100
57563RHG7,16,MASS ED FIN AUTH -A,4.5,1/1/2019,MA,N,,,,STD,,N,N,N,N,N,NR,NR,AA,NR,24840000,405000000,2/4/2010,2,100
57563RHK8,15,MASS ED FIN AUTH -A,5.5,1/1/2022,MA,Y,1/1/2020,100,1/1/2020,STD,,N,N,N,N,N,NR,NR,AA,NR,34915000,405000000,2/4/2010,2,100
57563RHL6,24,MASS ED FIN AUTH -A,5.15,1/1/2026,MA,Y,1/1/2020,100,1/1/2020,STD,,N,N,N,N,N,NR,NR,AA,NR,37740000,405000000,2/4/2010,2,100
57563RHM4,11,MASS ED FIN AUTH -A,5.2,1/1/2027,MA,Y,1/1/2020,100,1/1/2020,STD,,N,N,N,N,N,NR,NR,AA,NR,19470000,405000000,2/4/2010,2,100
57563RHN2,25,MASS ED FIN AUTH -A,5.25,1/1/2028,MA,Y,1/1/2020,100,1/1/2020,STD,,N,N,N,N,N,NR,NR,AA,NR,34790000,405000000,2/4/2010,2,100
653403CN3,18,NIAGARA FALLS BRDG-A,4,10/1/2019,NY,N,,,,TRN,ASSURED GTY,N,N,N,Y,N,Aa3,Aa3,AAA,A,30700000,30700000,2/4/2010,1.5,4
584283FA8,11,MEDFORD HOSP-REF-ASAN,5.125,8/15/2040,OR,Y,8/15/2020,100,8/15/2020,MED,AGM,N,N,N,Y,N,NR,NR,AAA,A-,36605000,168120000,1/29/2010,0,6
60636PB90,17,MO ENV IMPT WTR-A,5,1/1/2014,MO,N,,,,POL,,N,N,N,N,N,Aaa,Aaa,NR,NR,11450000,205420000,1/28/2010,0,0
60636PC24,12,MO ENV IMPT WTR-A,5,1/1/2015,MO,N,,,,POL,,N,N,N,N,N,Aaa,Aaa,NR,NR,12530000,205420000,1/28/2010,0,0
16255RAB4,26,CHAUTAUQUA IDA NRG DK,5.875,4/1/2042,NY,Y,2/1/2020,100,2/1/2020,POL,,N,N,N,N,N,Baa3,NR,BB+,NR,58500000,58500000,1/27/2010,9.5,100
362762JZ0,27,GAINESVILLE HOSP-A,5,2/15/2030,GA,Y,2/15/2020,100,2/15/2020,MED,,N,N,N,N,N,NR,NR,A-,NR,47625000,319830000,1/25/2010,6,100
362762KA3,38,GAINESVILLE HOSP-A,5.375,2/15/2040,GA,Y,2/15/2020,100,2/15/2020,MED,,N,N,N,N,N,NR,NR,A-,NR,97055000,319830000,1/25/2010,6,100
362762KB1,13,GAINESVILLE HOSP-A,5.5,2/15/2045,GA,Y,2/15/2020,100,2/15/2020,MED,,N,N,N,N,N,NR,NR,A-,NR,85000000,319830000,1/25/2010,6,100
362762KC9,28,GAINESVILLE HOSP-A,5.25,2/15/2034,GA,Y,2/15/2015,100,2/15/2015,MED,,N,N,N,N,N,NR,NR,A-,NR,45200000,319830000,1/25/2010,6,100
362762KR6,14,GAINESVILLE HOSP-B,5.125,2/15/2040,GA,Y,2/15/2020,100,2/15/2020,MED,CNTY GTD,N,N,N,N,N,NR,NR,A+,NR,42245000,250000000,1/25/2010,4,100
362762KS4,11,GAINESVILLE HOSP-B,5.25,2/15/2045,GA,Y,2/15/2020,100,2/15/2020,MED,CNTY GTD,N,N,N,N,N,NR,NR,A+,NR,52000000,250000000,1/25/2010,4,100
362762KT2,12,GAINESVILLE HOSP-B,5.125,2/15/2035,GA,Y,2/15/2015,100,2/15/2015,MED,CNTY GTD,N,N,N,N,N,NR,NR,A+,NR,18495000,250000000,1/25/2010,4,100
362762KX3,16,GAINESVILLE HOSP-B,5,2/15/2033,GA,Y,2/15/2020,100,2/15/2020,MED,CNTY GTD,N,N,N,N,N,NR,NR,A+,NR,29470000,250000000,1/25/2010,4,100
41154VAD1,26,HARBOR PT INFRAS-A,7.875,4/1/2039,CT,Y,4/1/2020,100,4/1/2020,GEN,,N,N,N,N,N,NR,NR,NR,NR,113070000,145000000,1/22/2010,100,100
797852DH0,13,SAN JACINTO USD,5.375,9/1/2040,CA,Y,9/1/2020,100,9/1/2020,GEN,AGM,N,N,N,Y,N,NR,NR,AAA,A-,21720000,43380000,1/22/2010,0,6
78916VBW9,24,ST CLOUD HLTH-A-CENTR,5,5/1/2025,MN,Y,5/1/2015,100,5/1/2015,MED,,N,N,N,N,N,A2,A2,NR,NR,47760000,186975000,1/22/2010,5,5
78916VBX7,32,ST CLOUD HLTH-A-CENTR,5.125,5/1/2030,MN,Y,5/1/2020,100,5/1/2020,MED,,N,N,N,N,N,A2,A2,NR,NR,75290000,186975000,1/22/2010,5,5
18085PLS1,19,CLARK ARPT-B,5.125,7/1/2036,NV,Y,1/1/2020,100,1/1/2020,APT,,N,N,N,N,N,Aa3,Aa3,A+,NR,85000000,350000000,1/22/2010,3.5,3
181006FR3,37,CLARK PASS FAC-ARPT-A,5.125,7/1/2034,NV,Y,1/1/2020,100,1/1/2020,APT,,N,N,N,N,N,Aa3,Aa3,A+,NR,101040000,450000000,1/22/2010,3.5,3
181006FT9,37,CLARK PASS FAC-ARPT-A,5.25,7/1/2042,NV,Y,1/1/2020,100,1/1/2020,APT,,N,N,N,N,N,Aa3,Aa3,A+,NR,116630000,450000000,1/22/2010,3.5,3
181006FS1,12,CLARK PASS FAC-ARPT-A,5.25,7/1/2039,NV,Y,1/1/2020,100,1/1/2020,APT,AGM,N,N,N,Y,N,Aa3,Aa3,AAA,A+,158690000,450000000,1/22/2010,1.5,3.5
296110FQ7,38,ESCAMBIA HLTH FACS-A,6,8/15/2036,FL,Y,8/15/2020,100,8/15/2020,MED,,N,N,N,N,N,Baa1,Baa1,NR,NR,73075000,155000000,1/22/2010,7,7
296110FR5,12,ESCAMBIA HLTH FACS-A,5.5,8/15/2024,FL,Y,8/15/2020,100,8/15/2020,MED,,N,N,N,N,N,Baa1,Baa1,NR,NR,18195000,155000000,1/22/2010,7,7
296110FS3,36,ESCAMBIA HLTH FACS-A,5.75,8/15/2029,FL,Y,8/15/2020,100,8/15/2020,MED,,N,N,N,N,N,Baa1,Baa1,NR,NR,36440000,155000000,1/22/2010,7,7
45663NAZ5,14,INFIRMARY HLTH SYS-A,5.25,2/1/2030,AL,Y,2/1/2020,100,2/1/2020,MED,,N,N,N,N,N,NR,NR,A-,NR,33155000,67540000,1/21/2010,6,100
57583RS48,12,MA DEV-WORCESTER POLY,5,9/1/2045,MA,Y,9/1/2020,100,9/1/2020,HGR,,N,N,N,N,N,A1,A1,A+,NR,31810000,56000000,1/21/2010,4,4
546282AG9,11,LA LOC GOVT-A,5.625,10/1/2030,LA,Y,10/1/2020,100,10/1/2020,DEV,,N,N,N,N,N,A3,A3,BBB+,NR,32210000,319520000,1/21/2010,6.5,6
546282AH7,55,LA LOC GOVT-A,5.875,10/1/2040,LA,Y,10/1/2020,100,10/1/2020,DEV,,N,N,N,N,N,A3,A3,BBB+,NR,101095000,319520000,1/21/2010,6.5,6
546282AJ3,25,LA LOC GOVT-A,6,10/1/2044,LA,Y,10/1/2020,100,10/1/2020,DEV,,N,N,N,N,N,A3,A3,BBB+,NR,60165000,319520000,1/21/2010,6.5,6
546282AR5,11,LA LOC GOVT-B,6,10/1/2040,LA,Y,10/1/2015,100,10/1/2015,DEV,,N,N,N,N,N,A3,A3,BBB+,NR,37120000,319520000,1/21/2010,6.5,6
546282AS3,14,LA LOC GOVT-B,6,10/1/2044,LA,Y,10/1/2020,100,10/1/2020,DEV,,N,N,N,N,N,A3,A3,BBB+,NR,22595000,319520000,1/21/2010,6.5,6
875906NV7,22,TARRANT HLTH-A-COOK,5,12/1/2036,TX,Y,12/1/2019,100,12/1/2019,MED,,N,N,N,N,N,Aa3,Aa3,AA-,NR,26540000,129660000,1/21/2010,3,3
57586EPX3,11,MA ST HLTH-SPRGFD CLG,5.625,10/15/2040,MA,Y,10/15/2019,100,10/15/2019,MED,,N,N,N,N,N,Baa1,Baa1,BBB,NR,27115000,50000000,1/21/2010,7.5,7
97710BRX2,19,WI ST HLTH-A-AURORA,5.25,4/15/2024,WI,Y,4/15/2020,100,4/15/2020,MED,,N,N,N,N,N,A3,A3,NR,NR,29535000,225990000,1/15/2010,6,6
97710BRY0,15,WI ST HLTH-A-AURORA,5.5,4/15/2029,WI,Y,4/15/2020,100,4/15/2020,MED,,N,N,N,N,N,A3,A3,NR,NR,38855000,225990000,1/15/2010,6,6
97710BRZ7,49,WI ST HLTH-A-AURORA,5.625,4/15/2039,WI,Y,4/15/2020,100,4/15/2020,MED,,N,N,N,N,N,A3,A3,NR,NR,79500000,225990000,1/15/2010,6,6
67756AQ88,17,OH HGR EDL-XAVIER UNV,5,5/1/2040,OH,Y,5/1/2020,100,5/1/2020,HGR,,N,N,N,N,N,A3,A3,A-,NR,25325000,49445000,1/15/2010,6,6
64971MA36,10,NYC FIN -A,5,11/1/2015,NY,N,,,,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,32830000,500000000,1/15/2010,1,2
64971MA85,12,NYC FIN -A,5,11/1/2020,NY,Y,5/1/2020,100,5/1/2020,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,24685000,500000000,1/15/2010,1,2
64971MB76,10,NYC FIN -A,5,11/1/2024,NY,Y,5/1/2020,100,5/1/2020,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,17555000,500000000,1/15/2010,1,2
64971MZQ8,12,NYC FIN -A,3.375,11/1/2019,NY,N,,,,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,15050000,500000000,1/15/2010,1,2
64971MZT2,16,NYC FIN -A,5,11/1/2022,NY,Y,5/1/2020,100,5/1/2020,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,36670000,500000000,1/15/2010,1,2
64971MZU9,21,NYC FIN -A,5,11/1/2023,NY,Y,5/1/2020,100,5/1/2020,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,36670000,500000000,1/15/2010,1,2
64971MZY1,10,NYC FIN -A,5,11/1/2012,NY,N,,,,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,17235000,500000000,1/15/2010,1,2
5447122D3,18,L A MET TRANSN-REF-A,5.25,7/1/2023,CA,Y,7/1/2020,100,7/1/2020,TRN,,N,N,N,N,N,Aa3,Aa3,AA+,NR,37150000,45455000,1/15/2010,2,3
45200FR27,15,IL FIN-REF-A-SWEDISH,5.75,8/15/2029,IL,Y,2/15/2020,100,2/15/2020,GEN,,N,N,N,N,N,NR,NR,BBB+,NR,25300000,100690000,1/14/2010,7,100
45200FR35,52,IL FIN-REF-A-SWEDISH,6,8/15/2038,IL,Y,2/15/2020,100,2/15/2020,GEN,,N,N,N,N,N,NR,NR,BBB+,NR,51040000,100690000,1/14/2010,7,100
54810CP87,11,LOWER CO RIV AUTH-REF,5,5/15/2011,TX,N,,,,GEN,,N,N,N,N,N,A1,A1,A,NR,49015000,423235000,1/14/2010,4.5,4
54810CQ29,10,LOWER CO RIV AUTH-REF,5,5/15/2013,TX,N,,,,GEN,,N,N,N,N,N,A1,A1,A,NR,55060000,423235000,1/14/2010,4.5,4
54810CQ37,12,LOWER CO RIV AUTH-REF,5,5/15/2014,TX,N,,,,GEN,,N,N,N,N,N,A1,A1,A,NR,55710000,423235000,1/14/2010,4.5,4
54810CQ45,31,LOWER CO RIV AUTH-REF,5,5/15/2015,TX,N,,,,GEN,,N,N,N,N,N,A1,A1,A,NR,60125000,423235000,1/14/2010,4.5,4
54810CQ52,12,LOWER CO RIV AUTH-REF,5,5/15/2016,TX,N,,,,GEN,,N,N,N,N,N,A1,A1,A,NR,63935000,423235000,1/14/2010,4.5,4
13033LFH5,29,CA HLTH FAC SCRIPPS,5,11/15/2036,CA,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,AA-,NR,96000000,120000000,1/14/2010,3.5,4
59333PYF9,18,MIAMI AVIATN MIAMI-A,5,10/1/2029,FL,Y,10/1/2020,100,10/1/2020,TRN,,N,N,N,N,N,A2,A2,A-,NR,56555000,600000000,1/14/2010,5.5,5
59333PYJ1,72,MIAMI AVIATN MIAMI-A,5.375,10/1/2035,FL,Y,10/1/2020,100,10/1/2020,TRN,,N,N,N,N,N,A2,A2,A-,NR,139240000,600000000,1/14/2010,5.5,5
59333PYL6,79,MIAMI AVIATN MIAMI-A,5.375,10/1/2041,FL,Y,10/1/2020,100,10/1/2020,TRN,,N,N,N,N,N,A2,A2,A-,NR,173280000,600000000,1/14/2010,5.5,5
646080JY8,14,NJ HGR ED-REF-SER 1A,5,12/1/2025,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,32100000,713000000,1/14/2010,2,2
646080KA8,19,NJ HGR ED-REF-SER 1A,4.75,12/1/2029,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,99220000,713000000,1/14/2010,2,2
646080KD2,32,NJ HGR ED-REF-SER 1A,4.5,12/1/2020,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,34500000,713000000,1/14/2010,2,2
646080KF7,26,NJ HGR ED-REF-SER 1A,4.75,12/1/2023,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,35700000,713000000,1/14/2010,2,2
646080KG5,20,NJ HGR ED-REF-SER 1A,4.875,12/1/2024,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,32100000,713000000,1/14/2010,2,2
646080KR1,11,NJ HGR ED-REF-SER 1A,5,12/1/2017,NJ,N,,,,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,35500000,713000000,1/14/2010,2,2
646080KU4,12,NJ HGR ED-REF-SER 1A,5,12/1/2026,NJ,Y,12/1/2019,100,12/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,25200000,713000000,1/14/2010,2,2
646080KV2,11,NJ HGR ED-REF-SER 1A,5,12/1/2015,NJ,N,,,,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,33850000,713000000,1/14/2010,2,2
70914PLX8,17,PA 1ST SER A,5,2/15/2019,PA,N,,,,GOB,,N,N,N,N,N,Aa2,Aa2,AA,NR,40055000,900000000,1/14/2010,2,2
167486GU7,11,CHICAGO REF-PJS-SER A,5,1/1/2024,IL,Y,1/1/2020,100,1/1/2020,GOB,,N,N,N,N,N,Aa3,Aa3,AA-,NR,21200000,793275000,1/14/2010,3,3
455057XG9,12,IN FIN AUTH-REF-A,5,2/1/2019,IN,N,,,,WTR,,N,N,N,N,N,Aaa,Aaa,AAA,NR,50285000,288970000,1/14/2010,0,0
57586EQF1,15,MA H/E HARVARD UNIV-A,5,12/15/2026,MA,Y,12/15/2019,100,12/15/2019,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,32845000,480000000,1/14/2010,0,0
57586EQH7,14,MA H/E HARVARD UNIV-A,5,12/15/2028,MA,Y,12/15/2019,100,12/15/2019,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,44150000,480000000,1/14/2010,0,0
57586EQQ7,12,MA H/E HARVARD UNIV-A,5,12/15/2021,MA,N,,,,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,44590000,480000000,1/14/2010,0,0
57586EQR5,25,MA H/E HARVARD UNIV-A,5,12/15/2024,MA,Y,12/15/2019,100,12/15/2019,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,25280000,480000000,1/14/2010,0,0
57586EQS3,22,MA H/E HARVARD UNIV-A,5,12/15/2034,MA,Y,12/15/2019,100,12/15/2019,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,108670000,480000000,1/14/2010,0,0
57586EQT1,15,MA H/E HARVARD UNIV-A,5,12/15/2027,MA,Y,12/15/2019,100,12/15/2019,HGR,GO OF INSTN,N,N,N,N,N,Aaa,Aaa,AAA,NR,34250000,480000000,1/14/2010,0,0
161036GN2,20,CHARLOTTE ARPT REV-A,5,7/1/2039,NC,Y,7/1/2020,100,7/1/2020,APT,,N,N,N,N,N,A1,A1,A+,NR,36385000,197870000,1/13/2010,4,4
5742176F7,10,MD HLTH-ANNE ARUNDEL,5,7/1/2032,MD,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A3,A3,A-,NR,20355000,85410000,1/13/2010,6,6
5742176G5,18,MD HLTH-ANNE ARUNDEL,5,7/1/2040,MD,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A3,A3,A-,NR,29460000,85410000,1/13/2010,6,6
756872GJ0,15,RED RIVER ED FIN-REF,5,3/15/2026,TX,Y,3/15/2020,100,3/15/2020,EDU,,N,N,N,N,N,Aa3,Aa3,NR,NR,19265000,29265000,1/13/2010,3,3
67766WPD8,10,OH WTR-A-LN FD-WTR QU,3.375,6/1/2020,OH,Y,12/1/2019,100,12/1/2019,POL,,N,N,N,N,N,Aaa,Aaa,AAA,NR,6385000,366290000,1/13/2010,0,0
67766WPV8,10,OH WTR-A-LN FD-WTR QU,5,12/1/2022,OH,Y,12/1/2019,100,12/1/2019,POL,,N,N,N,N,N,Aaa,Aaa,AAA,NR,28930000,366290000,1/13/2010,0,0
67766WQD7,10,OH WTR-A-LN FD-WTR QU,5,12/1/2021,OH,Y,12/1/2019,100,12/1/2019,POL,,N,N,N,N,N,Aaa,Aaa,AAA,NR,27095000,366290000,1/13/2010,0,0
34160WUF9,11,FLORIDA ENV PROT-C,4,7/1/2011,FL,N,,,,GEN,,N,N,N,N,N,A1,A1,AA-,NR,22995000,349865000,1/8/2010,3.5,4
677521BT2,10,OH REF-COMMON SCH-B,5,9/15/2014,OH,N,,,,SCD,,N,N,N,N,N,Aa2,Aa2,AA+,NR,23210000,53685000,1/7/2010,1.5,2
57420NBE0,36,MD ECON DEV,5.75,6/1/2035,MD,Y,6/1/2020,100,6/1/2020,TRN,,N,N,N,N,N,Baa3,Baa3,NR,NR,111625000,166920000,1/7/2010,9,9
57420NBH3,18,MD ECON DEV,5.75,6/1/2035,MD,Y,6/1/2020,100,6/1/2020,TRN,,N,N,N,N,N,Baa3,Baa3,NR,NR,54945000,81755000,1/7/2010,9,9
721901JE7,34,PIMA IDA TUCSON ELEC,5.75,9/1/2029,AZ,Y,1/12/2015,100,1/12/2015,PWR,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,130000000,130000000,1/6/2010,9,9
745177DU6,17,PR COMWLTH NTS-SER C,2.5,2/1/2011,PR,N,,,,DEV,,N,N,N,N,N,NR,NR,BBB,NR,53427000,1013200000,12/23/2009,8,100
745177DV4,62,PR COMWLTH NTS-SER C,4.1,2/1/2013,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,291600000,1013200000,12/23/2009,8,100
745177DW2,80,PR COMWLTH NTS-SER C,5.1,2/1/2015,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,352604000,1013200000,12/23/2009,8,100
745177DX0,23,PR COMWLTH NTS-SER C,5.5,2/1/2017,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,87824000,1013200000,12/23/2009,8,100
745177DZ5,42,PR COMWLTH NTS-SER C,6,2/1/2022,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,191652000,1013200000,12/23/2009,8,100
745177EC5,29,PR GOVT SR NTS-SER D,5.1,2/1/2015,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,112203000,342876000,12/23/2009,8,100
745177ED3,17,PR GOVT SR NTS-SER D,5.5,2/1/2017,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,50430000,342876000,12/23/2009,8,100
745177EF8,24,PR GOVT SR NTS-SER D,6,2/1/2022,PR,Y,2/1/2011,100,2/1/2011,DEV,,N,N,N,N,N,NR,NR,BBB,NR,81158000,342876000,12/23/2009,8,100
67925WAK6,10,OKMULGEE UTIL-A,4,12/1/2024,OK,Y,12/1/2018,100,12/1/2018,UTL,,N,N,Y,N,N,NR,NR,A,NR,8140000,30000000,12/18/2009,5,100
5742175B7,10,MD H/E-UNIV MD MED SY,5,7/1/2029,MD,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,29580000,242385000,12/18/2009,5,5
5742175C5,19,MD H/E-UNIV MD MED SY,5,7/1/2034,MD,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,52645000,242385000,12/18/2009,5,5
5742175D3,33,MD H/E-UNIV MD MED SY,5.125,7/1/2039,MD,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,63905000,242385000,12/18/2009,5,5
83704LCT3,11,S CAROLINA JOBS,6.5,4/1/2042,SC,Y,4/1/2020,100,4/1/2020,HGR,,N,N,N,N,N,NR,NR,BBB,NR,33685000,51945000,12/17/2009,8,100
184151AN8,19,CLAYTON DEV-A-DELTA A,8.75,6/1/2029,GA,Y,6/1/2020,100,6/1/2020,DEV,,N,N,N,N,N,NR,NR,CCC+,NR,64985000,64985000,12/17/2009,16,100
452227CY5,23,IL ST-B-BUILD,5.25,6/15/2034,IL,Y,6/15/2019,100,6/15/2019,GEN,,N,N,N,N,N,A2,A2,AAA,NR,78125000,375000000,12/17/2009,2.5,5
925836FH6,15,VICTOR ELEM SD-08-A,5.125,8/1/2034,CA,Y,8/1/2019,100,8/1/2019,SCD,AGM,N,N,Y,Y,N,Aa3,A2,AAA,A+,12245000,19999831.05,12/17/2009,1.5,4.5
649905WR3,10,NYS DORM AUTH-MANHATT,5.25,7/1/2029,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,Baa2,Baa2,NR,NR,16125000,49275000,12/17/2009,8,8
791748EF9,17,ST LOUIS PK-REF,5.5,7/1/2029,MN,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,NR,NR,A,NR,22490000,188340000,12/16/2009,5,100
791748EG7,119,ST LOUIS PK-REF,5.75,7/1/2039,MN,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,NR,NR,A,NR,165850000,188340000,12/16/2009,5,100
13433QAM4,15,CAMPBELL HOSP DIST,5.5,12/1/2034,WY,Y,12/1/2019,100,12/1/2019,MED,,N,N,N,N,N,NR,NR,A-,NR,15095000,47395000,12/16/2009,6,100
13433QAT9,10,CAMPBELL HOSP DIST,5.25,12/1/2030,WY,Y,12/1/2019,100,12/1/2019,MED,,N,N,N,N,N,NR,NR,A-,NR,10065000,47395000,12/16/2009,6,100
113807AH4,33,BROOKLYN ARENA LOC DE,6,7/15/2030,NY,Y,1/15/2020,100,1/15/2020,DEV,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,110090000,510999996.5,12/16/2009,9,9
